16160,2713
22644,
13974,
14407,18103,13553
3770,20078,13978
18449,
20541,19602
448,6866,11396
3636,10277,19246
16451,18733,13003
23555,23168
22807,
2741,2958
19342,
10012,
8545,472
4541,5525
12930,
972,6268
8814,
13489,
13463,18831
18067,
17285,467
10437,
7704,13156
15828,6799,618
944,7891
12134,16383,9864
2215,
6665,
504,14327
13776,6776,13963
11431,9237,2704
14603,593
19333,3157
16801,6866
17581,17805
8966,20752,20643,18425
53,
4808,
636,5170
17258,5558,7021
20150,
22358,1011
17719,18655,6584
14262,
19240,
11629,22482
17730,14361,9810
4297,13139,9543,20991
11837,4074
17995,19043
6424,
23404,8608
13567,2616
9971,22589,23258
17917,22617
20931,20510
521,
16004,15555,15913
14898,4666
5306,
7340,
7919,23580,11275
16817,14983
5392,22599
11073,872,1218
16188,1024
2905,22229,22847,4223,1134
11503,
1819,
5019,17337,13756,17967,16608
7647,13263
23027,2579,17594,9279,16507
9899,21529,6759
22221,
1504,663,15330
18171,11942,13054
424,2482
8055,
21150,
9085,8152,1808
7221,14945
8252,15406
10981,1202,18915
10376,
4422,16165
12929,19589,12485,9414
1191,
8171,
18708,5926
4098,
15581,10995
19083,15397,7998
2202,
14496,
17743,15396,9250
13055,10668
18342,20384
22502,18056,17008
12710,21407,2719
16338,10820
3726,22811
19446,22650
17480,
10147,23716,2164
23646,1078,796,8483
9609,
1457,10610
18637,
22164,9843
12790,11787,22461
222,2151,19923
5044,3377
4402,15992
19863,18836
8730,863,14727
3821,
17052,
13572,
21910,1144
16163,
15401,8088,22687
1419,16841
7086,
7164,7537,6931,18254
3046,4472,20156
3707,12275
10822,17562
23448,21749,16727,1845
4038,
17469,12352
9173,
14650,22753
21079,8521
1053,4035,12965
5524,477,10115,13317
17406,20908
5473,3927
23559,
9565,4451
22297,
21704,15720
14711,15022,22020
14350,12713,1847
1148,15799
2791,
18663,6933
2086,1685,896
21948,23023
23200,21387,9832
23712,18148
23018,
21394,9356
18503,
17763,
21534,20883,17598
15655,
21374,
6439,11770,23371
1428,
4411,
2520,7409
12177,15681
14500,470,17987,17245
17014,2877,10972,5997
22161,
9887,21723,21694
19503,18478
3234,17103
2618,9596,7142
18931,
12452,
14166,
11181,
12085,3801
4547,
17896,
4631,2999,19299,3743,2370
17761,23261
1247,
14769,23699
21738,10464,20329
20733,218,12396,22941
11290,2959
8808,
3129,8736,4557
2735,20011,18364
7535,8242,23411,16520
16896,
14764,22291
19371,11219
2831,7900
22870,20309,5013,13208
200,564,4989
21268,3114,17169
12074,
22995,
18534,12775,7855
8846,15814,18986
11203,14410,18327
5307,15005
14506,14870,16881,6423
19245,
12552,10846,16673,11616
14488,6390
15448,12707,15638
682,13119,11377
21435,13303,22776
22593,2044,492,6485,8095
20020,
15576,16570,17706
14754,
23321,
19914,
19350,7657
22770,9381,12933
20730,
4144,21040,23685,1936
16829,12210
1399,398
11387,7271,8811,16858,11808,19420
4506,9510,2327
22073,
13526,7790,3108
1528,17953
4105,
21874,
12634,18551,16086
23588,
9654,13573,23296,9499,3647
21542,
13403,4187
502,16623
21385,23745,11483,11622,19772
15004,18976
1813,18042
21915,21299,11622,19872,20518
6290,
8207,4689,3493,22095
20266,
11270,12087
5836,16883
10105,5184,1499,15489
10671,181,4673
17632,13203,14599
5285,14152,9383,21072
7126,
7301,20768
6000,11574,21340
10883,18987
2267,
2642,
6751,11913
11574,6000
9062,5817
12530,15166
1057,17737
5108,19405
3112,17121
20572,21788,7431
211,
2196,
10713,9626,18904,16717,18836,22049
15382,4966
1475,
13575,
9377,9940,4697
1744,
6966,
21016,18522,18877,11072,20510
14459,7487,10766,665
10134,9535
12341,16669
6166,
3166,
14547,102,12372
3790,10495,12051
12185,16273
6647,13698,15590
8457,2727,4458
14659,475,18806
3316,
2519,11298
5187,218
7108,14964,8380
10762,14406,8766,2880,4008,9227
7947,
12084,
14992,18110,698
18862,
11244,19733
17729,21074,696,13385
23677,20297
20714,9602,20787
17363,7308,20955
9264,10499,21009
6558,14774,19461,9746
2405,17049
12301,
14959,13609
21971,
22834,
21183,
22802,
9126,20995,20138
9009,
18937,
13968,
21698,16596,7040
5954,8612
10854,6259
7761,876
18733,16451
2085,
8744,23140
6356,10862
13076,
8196,6346,340
2728,11016,6065
14834,21770,17324
21650,6389,23014,16602
7583,
517,8310
1046,5136
6280,1589
13303,21435
12135,23517,21811
5395,1449,18858,13506
18732,19113
21673,
3069,20407
650,7740,20231
12539,10000
21933,
5246,2584
6934,22645,9227
3074,7975
15710,9939,15074,3606
7842,3282
1203,20522
17689,19651,18586,18775,806
4885,13951
5550,21251,14455,17166
4306,11525
1604,22205,21301,3308
6203,11953,1523,5506,18468,19701
20654,9358
3329,9385
2223,14177,17804,14735
5002,19838
16232,3185,21074
9569,12707,10017,3895,7581
9737,12187,15847,12294
18277,13087,2929
2335,16687
15108,14835
21320,
19742,
8009,18771,23102
12644,
13632,
2859,
15414,15795,14983
6242,3923,18527,13223,10312
20483,6211,6745
4967,
6071,
17799,7020,7804
16395,4725,3939,19176
22989,
5837,
19100,13955,11989
15047,15193,6794
13650,21481,11141,4216
20437,10900,13625
18514,3505
2112,20892,18457,7406
6037,9670
8669,
4521,15755,13464,3447
3740,17219,22496,7984
11013,20832,15619
3269,7381
17004,
20079,
18470,460
7105,
13139,4297,6196
16686,
641,15429
2782,
6179,12849,7525,7472
8226,3498
10077,13627,12716
4580,864
281,15960
14439,8159,4716,473
16651,13154,6633
20791,
2603,4454,20112
2509,13366
10222,5861
15517,
5385,
20975,
11936,20318,4618
20038,11612,7162
21239,
168,
2309,
18224,18006,18836
12563,1990
10202,22343,20712
23250,6452
9314,21626,3735,8638,10133,12521
2609,19005,18079
22030,12065
22710,
21028,9935,3860
8705,
10509,9225,18468
9533,
21688,5555
248,14249
2948,14082
18195,5659,18133
14855,
18919,20451,18148
16735,20499,11312
12132,14281
14549,
1823,3659,4990
23461,
17495,
1064,20963
4345,8987
4872,9518
16972,16939,13236,8084,992
697,21141
18145,
15403,
7118,14718,159
22128,17539,4354
13789,18249,3099
971,7787
18819,
23284,20089
6385,
3214,1600,4914,22317
8049,9627
18875,
16495,550,16115
13081,17955,21762
15727,
9821,
8543,8046
135,358
15296,
10373,
13028,
8736,3129,5484
6537,15507,848
4601,16362,13168
7917,13302
15078,5938
8869,9962,22940
20997,
17442,4287
1969,9385,18019,16819,12512
23515,
18060,23159,21164
20647,2175,10330
15164,
470,14500
21128,
10445,
23397,
18959,
17680,4715
1193,
6144,
7709,9253,18747
17920,
13458,1513,5847,4385
1476,
13727,2499,14205
260,
21455,
3781,9410
22799,
5166,11193
13112,9839,11159
8612,5954
7477,17841
18857,19488
16206,
11639,20039,2557,21923
17420,4195,11742
12529,461
1714,12525
4700,22742,21972
4983,5152,12149
20534,22751,12155,13292,18723
12540,1134
4149,19301
10846,12552,4085,9869
22804,
22112,20204
2271,
7295,
8355,11548,17715
17293,7590
4107,17618
10561,13539
10355,16467
18035,
6456,
16504,15904,13104
8317,
4450,
10286,
14300,14885
15472,19787,6065
4270,915
5049,
961,
12549,6135,1719
20416,1363
15789,
1513,13458
18479,8137,2585
22706,12470,2897,23431
8944,
17233,
7986,
13699,10937
8879,12554
13702,
14640,9007,23118
20768,7301,4487
20116,716,8038
15802,21575
5212,
1202,10981,19513
20122,4210
9599,14970,17146
23288,
5332,19500,18365
30,
19336,
22149,10242,10433
9094,
14468,
15081,
5116,12170,15011,10808,7230
13322,9836,9792
18670,
17081,
13817,5653,2302
7504,21198
22171,
18191,
11844,13885,10206,286,10380
20136,22524
12695,17755,5126
23207,
8490,2224
10070,
17796,8172
16724,4562,14203
1581,
5930,14798
20499,16735,4246,9464
9521,19242,7162
18210,17970,8986
7899,
23080,15238
7656,7450
20626,18408
15940,1624
9273,
21251,5550
15626,16027,17274,9872
23216,1386
13421,
9830,
13873,6329,10121
2798,
17057,
1109,
11077,
7487,14459
6664,3459
5889,12464
7398,
6152,20199,2147,9666
22201,
9580,10927,22692
6316,
22887,20450,8732
14967,12363
20439,
13755,15319
11082,11538,9807
8215,
22472,11922
3877,9200,5084,18603
23198,
11948,
18595,19629,16059
16990,18821
19004,6696
20908,17406
18638,18681,11507
6025,11616,8257
10257,18912
6483,21098
22892,
1114,
23212,
14112,11409
985,
6706,21652
11969,12543,7782,1576
3848,1576,21322
21355,3609
11188,12757
23650,14977,1920
2865,2477,7809
6731,16341,21051,15965,5716
21463,
7827,11727,5718
11527,13206
13087,18277,17095
7004,3949
21671,10251
10916,6463
19633,1602
3845,4914
7629,
20790,19285
21665,12203,13793
16506,17754,13080,8565,122
15267,
13593,
5465,16707,19772
14877,
17970,18210
13716,14465,12939,5724
14240,21162,4960
6271,6823
18405,21419,10295,11115
2768,776
9007,14640,16071,23396
368,
1123,6898
5639,240
7052,
17903,9850
19360,
20408,
21803,14119
20272,22114,2570
10485,
12685,
18606,4835
7452,18320
19607,21086,6628
8146,
1340,18765,2906,8106,17864
11506,
14551,8101,11217,15233,6309,3050
10038,22418,18125,21946
10958,7763,12587
15815,
14792,
23635,16774
1596,
2843,14093
15144,16256
3567,7701
4470,8871,15017
2886,
14683,
4937,17539,14544,6660
17837,21115,16081
3059,
8451,7570,16996,14045,20685
20558,
16349,
6535,
20290,19155
21255,20195
21560,12373,10039
12073,14733,4097,20618
3690,9670
14577,618
13934,
10390,12631
20469,16074
19578,15795,14635,13882
15539,22532
1963,17405
8404,
6648,
2502,14336
5327,
14008,12136
10035,
12115,15193,1186,20880
15546,7783
9974,19518
23517,12135
7661,22369,11153
8130,23155
20999,11087,6410,19139
9401,21857
17049,2405
6435,
9277,23455,3049
11310,3024
17782,9484
10597,14533,760
1922,7031
9732,7871,1695
19166,
15538,3116
15911,
14718,7118,9516
5743,18867,21164,8601
11026,
22919,9670,903,16805
3980,
18003,12466,17622
22418,10038
3028,11812
2174,6843
9937,3526,15315
14264,
11057,10934,12550
1555,17136
3303,5351
3394,18916,10428,15466
22786,
19385,15051,23363,915,17266
22871,
19481,5051,17901,11275
16436,10954,23103
316,7443
10073,2161
6892,183,634
20701,
2899,
209,10793
15891,
18922,
15005,5307
12297,
11572,
3930,
1484,
21260,
17579,8546
7835,20597
6742,14124,10898
2639,19623
13011,
6780,21009,18710
19907,2389,14753,21645
8488,1746
9689,1413,21370
10128,5423,11454
22721,
21231,
15881,6988
11733,1188,10498
20295,23502
6673,11465,6694
13765,
15988,
12379,3380
22641,
3972,21779,15572,12579,20543
23580,7919,10514,14450
14931,20067,8143
2620,
18073,3861
18844,22811
1643,5866,12500,8778
1010,11068
13620,13741
3449,17739,5251
21865,3733
2209,3211
11371,
2120,9593
251,8205
11925,11986
5366,
284,17230
16361,17060
11525,4306,23627,19117,643
3799,
16986,
13535,6195
7758,
10595,
16307,
16225,9388
13247,3462,9596
5054,21287
10685,20868
13253,16819
14050,
19550,7525,3489
12492,19975,15140,21480
3705,
4160,15214,8714
6629,20497
9385,3329,1969,22291
19495,14151,22876
14830,23299
16130,
19392,
23349,19775,22686,10176
1228,19162,22189,426,22042
15235,10480,3201,4046,18133
8060,13343
17256,19571,4895,9927
12349,13356,1416
4784,
429,11816
21377,1154
8150,
2266,
9548,3942,11209
9333,6678,15879
13885,11844,4861
15040,
7720,7803
19767,1329,6030
18316,13454
19465,16311,23269,19042,8531,17961
3231,4768,4529,9846,16614,18407
15814,8846,18313
12899,
4274,18364,21914
23532,7
16938,
13367,
1941,10357,10524
5964,22279
17055,
21395,
1434,23234
13642,
14868,4102,19321
13189,5867,12476
5184,10105,2110,9413
23143,16931
23028,
9935,21028,12080
15447,
3003,4338,12760
21186,
2172,4414,2698,5633
2860,3461
16012,23223,20324
14382,13472
15363,
10866,18483
22334,
21440,
13983,
16223,834
6670,11579
7672,1536,2910,19518,20744
14620,7812,5478,8183,14361,22982,4752
1685,2086
18961,16353
6897,21130,17898
17265,289
4448,844
12253,18610,16512,3218
10027,8301,11041,13161
19694,10715
5043,
11218,5999
5712,
22669,16001
19496,
15137,3210
5772,
12433,2257
16296,8961
7794,21626,19603
15131,6232,10275
15694,
17921,
8590,
4768,3231
9964,23180,1492
4406,12263
13534,4388,5808
22776,21435,2013
8888,15929,14605
23311,1591
18321,12712,22331
9620,19037
2506,997,15482
8506,2305
912,18056,5542,7900
10765,22716,12476
18567,8823
6516,10520
19948,
1115,15076
11748,12508,23102
3403,5622,20429
15573,15939
2394,
6182,
4394,327,17871
16824,11644
20111,9710
8011,21176
19103,6546,1837
19684,14757
21033,11859
964,12842,4751
1494,5360
13173,7370,8747
11473,20400,7387
18816,9481,16931,23108,7815
7570,8451
3419,
8959,18585
3317,
8337,4510,19506,23475,3724
18908,22705
14031,18422
21986,15620
18668,
14621,6434
9738,2911
13382,
15774,15417
8100,
13312,20138,19774,23746,17040
10332,
23022,1746
15298,11743
19787,15472
8389,
14001,18117
13345,20333
4864,23332
11974,
23340,
21969,13748
12312,
6533,17855
21101,17572,17529
324,20100,20474
11753,3290
1088,21048,21444
20899,5935
16753,14254
12830,
20752,8966,10668,14164
13167,10621
17777,
23567,15677
17975,1176
12796,17249
6625,16912,18997
8893,
6548,19492
19490,14841
15728,
9626,10713,17698,15495
12111,14936,3802,2920
14791,
3483,
20249,
13883,
7537,7164,17944
7887,8538
151,
4679,22380
11099,11452,2342
6690,19705
15437,
8498,11767
22254,
10060,1188
18913,
17453,
13877,9799
10030,
18879,11133,12888,20769
1636,5842,20655,15800,17183
5653,13817,22862
7889,
15529,19537,16544
18865,10839
16993,
6978,10145
4635,18791
11776,8063
14721,11687,11014,1371
6551,
23585,
14870,14506
7460,11306,3853,1127
4715,17680,8816
6137,19477
3635,
2035,8320
9890,10710
21575,15802,10431,15863
10853,
21404,
11267,
12458,13352
14085,22994
14839,6294,10550,18394
13163,
13119,682
21124,
22084,12728,18295,21042
10665,
6604,
22969,5387
829,
467,17285,7792,215
2137,
21007,531
1881,18399
5922,19548
22566,19425,11429,10544,16892,14401
7610,21896
15699,
12777,
13207,
6757,1030
13432,20254
10813,
17539,22128,4937,22511,3123,17524
20457,
14808,8356,12594
19032,4032,4731,7439
23566,20346
14519,10570
15171,3438,22202
12117,7287
17670,7559,3428
18522,21016,16881
4304,9180
12106,14977,14314,18836,15890
8232,21198,11196
6921,
3382,23294,12212
5415,
19771,11584
3530,17698,20543
2347,
4904,11552
11918,8689
4032,19032,14229
5215,
12215,16800
22568,3446,18587
9253,7709
22509,21913,440
13484,7811
2562,
9459,9505
10415,
6845,
12354,
15264,20767,534
2142,4148
15064,
18116,
21275,
12778,
997,2506
9481,18816,1036,3883,14861
11051,16827,19461
4642,6815,4991,22023
2813,
4179,14619
5129,10870,17853
2752,
17918,
11933,
7089,16220
13006,6843,22415
18419,
22780,
2580,
12681,17205,3211,23145
10668,13055,20752,22104,12525
6063,
15056,18177
867,
13721,20543,13362
16067,20615
2021,
8366,6210
22177,3657,6857,2332
16074,20469,17153,11818
3610,11634,23014
16769,9332,13905
5039,
3097,17429,16175,14739
13629,21993,518
16430,9072,22526
3143,18293,1066
11075,15984
5355,20689
11279,
12488,2458,11711
10319,5590,15237,8361
20186,11236
6591,21694,16569
7161,
6791,19469,10095
8092,
342,6730
18626,18987,23604
21413,18807,13925,4460
22872,3495
5558,17258
19267,17732
18645,13502,20694
6207,6482
22729,20735,15275,11924
9129,21336
9189,
15713,10877
2409,17449
17554,3459
4575,2982,3820
10599,8195
13279,3737
4398,6563,9894
22838,10164
4187,13403,4473
11942,18171,20447
21648,10190,9144
17009,7279
10659,
20805,
4126,
21001,8359,20339
11265,
21312,
3902,2289
7812,14620
9368,14194,13881
4346,19026,18207
17447,
15681,12177
17132,
14364,
21763,18253,14531
6004,
1028,16517,18499
12742,
1890,16840,19419
6872,21247,12248
16673,12552
19302,17196
10919,721
15693,
6329,13873,7956
20314,1278,5769
6875,14201,18988,15552,11863
313,20841
9422,1847
12205,13301,6747
1711,
19216,
15854,7725,177
18696,
16362,4601,11215
17095,13087,6434,1920
279,1534,85
15945,
5091,
9148,15607,16785
14936,12111
20979,
5707,
17810,
17122,7218,9082
10181,17168
1132,
218,20733,5187,14986
8101,14551
374,
4221,15258
16473,
12784,4085
3779,352
20244,102
2517,
6879,1682
8551,
16607,
22728,22733,20205
17499,3342
3593,4901
2648,7081
8351,
7114,6096
13869,10831,9544
14130,
13416,5677
12953,
19179,
20078,3770,5803
7450,7656
15193,15047,12115
20917,5844,22686
11565,
16671,
8031,
16021,16703
9906,19277,2446
20840,9768,15913
120,22631
11580,15794,11266
15667,
7153,
7291,
9130,
21407,12710,15253
